ZCTA5,CBSA,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
72386,32820,1,189,93,107704514,106047732,1777,820,305312426,303149388,1316100,550896,12171451199,11856577553,10.64,11.34,35.28,34.98,.01,.02,.88,.89
72389,25760,2,204,114,147635408,147356617,204,114,147635408,147356617,21757,10126,1883814425,1801758335,100,100,100,100,.94,1.13,7.84,8.18
72390,25760,2,9107,4052,96192497,95089185,9107,4052,96192497,95089185,21757,10126,1883814425,1801758335,100,100,100,100,41.86,40.02,5.11,5.28
72392,22620,2,401,210,103864226,102537988,481,249,123088392,121762154,28258,10903,1664098783,1644048592,83.37,84.34,84.38,84.21,1.42,1.93,6.24,6.24
72394,22620,2,625,311,218001894,213335005,625,311,218001894,213335005,28258,10903,1664098783,1644048592,100,100,100,100,2.21,2.85,13.1,12.98
72395,14180,2,1017,451,62750153,62734078,1017,451,62750153,62734078,46480,20459,2382302353,2332475973,100,100,100,100,2.19,2.2,2.63,2.69
72396,22620,2,52,30,30481080,29265442,13734,5890,701253661,693375091,28258,10903,1664098783,1644048592,.38,.51,4.35,4.22,.18,.28,1.83,1.78
72401,27860,1,53234,22541,287579463,285791533,53767,22765,306810917,303596345,121026,51438,3823558945,3795873677,99.01,99.02,93.73,94.14,43.99,43.82,7.52,7.53
72401,37500,2,533,224,19231454,17804812,53767,22765,306810917,303596345,42090,17892,1501060001,1496233476,.99,.98,6.27,5.86,1.27,1.25,1.28,1.19
72404,27860,1,23482,9636,327896637,326410535,23482,9636,327896637,326410535,121026,51438,3823558945,3795873677,100,100,100,100,19.4,18.73,8.58,8.6
72411,27860,1,2294,973,99575991,99425749,2294,973,99575991,99425749,121026,51438,3823558945,3795873677,100,100,100,100,1.9,1.89,2.6,2.62
72412,37500,2,633,290,162478895,162478895,633,290,162478895,162478895,42090,17892,1501060001,1496233476,100,100,100,100,1.5,1.62,10.82,10.86
72414,27860,1,443,194,45661650,44735499,443,194,45661650,44735499,121026,51438,3823558945,3795873677,100,100,100,100,.37,.38,1.19,1.18
72416,27860,1,5299,2153,129066271,128393505,5783,2372,241376182,240703416,121026,51438,3823558945,3795873677,91.63,90.77,53.47,53.34,4.38,4.19,3.38,3.38
72416,37500,2,484,219,112309911,112309911,5783,2372,241376182,240703416,42090,17892,1501060001,1496233476,8.37,9.23,46.53,46.66,1.15,1.22,7.48,7.51
72417,27860,1,3568,1491,118788625,118456479,3568,1491,118788625,118456479,121026,51438,3823558945,3795873677,100,100,100,100,2.95,2.9,3.11,3.12
72419,27860,1,1748,809,132886228,131759250,1748,809,132886228,131759250,121026,51438,3823558945,3795873677,100,100,100,100,1.44,1.57,3.48,3.47
72421,27860,1,554,265,198145803,196736679,554,265,198145803,196736679,121026,51438,3823558945,3795873677,100,100,100,100,.46,.52,5.18,5.18
72425,37500,2,437,207,170164127,169862350,446,210,180907300,180605523,42090,17892,1501060001,1496233476,97.98,98.57,94.06,94.05,1.04,1.16,11.34,11.35
72426,14180,2,196,94,2321920,2308898,196,94,2321920,2308898,46480,20459,2382302353,2332475973,100,100,100,100,.42,.46,.1,.1
72427,27860,1,174,95,40266830,40266830,174,95,40266830,40266830,121026,51438,3823558945,3795873677,100,100,100,100,.14,.18,1.05,1.06
72428,14180,2,95,48,16359228,16359228,95,48,16359228,16359228,46480,20459,2382302353,2332475973,100,100,100,100,.2,.23,.69,.7
72429,27860,1,427,223,199391879,199388884,427,223,199391879,199388884,121026,51438,3823558945,3795873677,100,100,100,100,.35,.43,5.21,5.25
72432,27860,1,6462,2780,413524022,410977371,6462,2780,413524022,410977371,121026,51438,3823558945,3795873677,100,100,100,100,5.34,5.4,10.82,10.83
72436,37500,2,849,351,55820215,55691780,942,402,75482046,75353611,42090,17892,1501060001,1496233476,90.13,87.31,73.95,73.91,2.02,1.96,3.72,3.72
72437,27860,1,3272,1419,281363006,275846655,3272,1419,281363006,275846655,121026,51438,3823558945,3795873677,100,100,100,100,2.7,2.76,7.36,7.27
72438,14180,2,2574,1115,144543014,144542351,2574,1115,144543014,144542351,46480,20459,2382302353,2332475973,100,100,100,100,5.54,5.45,6.07,6.2
72442,14180,2,4886,2065,291413716,291284477,4886,2065,291413716,291284477,46480,20459,2382302353,2332475973,100,100,100,100,10.51,10.09,12.23,12.49
72443,37500,2,2986,1273,151707205,151626856,2986,1273,151707205,151626856,42090,17892,1501060001,1496233476,100,100,100,100,7.09,7.11,10.11,10.13
72447,27860,1,1964,888,145441600,144688668,1964,888,145441600,144688668,121026,51438,3823558945,3795873677,100,100,100,100,1.62,1.73,3.8,3.81
72450,27860,1,74,33,9050711,9049593,36033,15267,746234854,743344414,121026,51438,3823558945,3795873677,.21,.22,1.21,1.22,.06,.06,.24,.24
72450,37500,2,35959,15234,737184143,734294821,36033,15267,746234854,743344414,42090,17892,1501060001,1496233476,99.79,99.78,98.79,98.78,85.43,85.14,49.11,49.08
72461,37500,2,209,94,92164051,92164051,3789,1839,470219454,469633558,42090,17892,1501060001,1496233476,5.52,5.11,19.6,19.62,.5,.53,6.14,6.16
72467,27860,1,303,0,86365,86365,303,0,86365,86365,121026,51438,3823558945,3795873677,100,0,100,100,.25,0,0,0
72472,27860,1,9447,4130,459524870,456108119,9447,4130,459524870,456108119,121026,51438,3823558945,3795873677,100,100,100,100,7.81,8.03,12.02,12.02
72479,27860,1,1368,678,482830570,477552722,1489,743,513759130,508078193,121026,51438,3823558945,3795873677,91.87,91.25,93.98,93.99,1.13,1.32,12.63,12.58
72501,12900,2,25099,11042,795240771,786131316,25099,11042,795240771,786131316,36647,16187,1998222877,1978628920,100,100,100,100,68.49,68.22,39.8,39.73
72519,34260,2,664,400,190809254,184311302,3150,1478,395316218,385392790,41513,22580,1519584763,1435587546,21.08,27.06,48.27,47.82,1.6,1.77,12.56,12.84
72521,12900,2,1274,559,100968462,100729781,4814,2140,325542110,325250421,36647,16187,1998222877,1978628920,26.46,26.12,31.02,30.97,3.48,3.45,5.05,5.09
72522,12900,2,405,150,15217352,15217352,405,150,15217352,15217352,36647,16187,1998222877,1978628920,100,100,100,100,1.11,.93,.76,.77
72523,12900,2,89,41,18375786,18375786,1091,521,103379349,103326376,36647,16187,1998222877,1978628920,8.16,7.87,17.78,17.78,.24,.25,.92,.93
72524,12900,2,376,184,147439391,145284119,376,184,147439391,145284119,36647,16187,1998222877,1978628920,100,100,100,100,1.03,1.14,7.38,7.34
72526,12900,2,154,90,14372604,14372604,154,90,14372604,14372604,36647,16187,1998222877,1978628920,100,100,100,100,.42,.56,.72,.73
72527,12900,2,583,252,10264810,10264810,583,252,10264810,10264810,36647,16187,1998222877,1978628920,100,100,100,100,1.59,1.56,.51,.52
72531,34260,2,388,484,69315985,53196431,800,825,167000563,148299691,41513,22580,1519584763,1435587546,48.5,58.67,41.51,35.87,.93,2.14,4.56,3.71
72534,12900,2,1217,531,141466698,141426420,1320,578,160191195,160150917,36647,16187,1998222877,1978628920,92.2,91.87,88.31,88.31,3.32,3.28,7.08,7.15
72537,34260,2,805,583,85480956,74224625,805,583,85480956,74224625,41513,22580,1519584763,1435587546,100,100,100,100,1.94,2.58,5.63,5.17
72538,34260,2,13,5,365982,365982,432,224,120573491,120572343,41513,22580,1519584763,1435587546,3.01,2.23,.3,.3,.03,.02,.02,.03
72544,34260,2,636,792,80215927,71504758,636,792,80215927,71504758,41513,22580,1519584763,1435587546,100,100,100,100,1.53,3.51,5.28,4.98
72550,12900,2,682,308,85624771,83999222,985,449,120856634,119227815,36647,16187,1998222877,1978628920,69.24,68.6,70.85,70.45,1.86,1.9,4.29,4.25
72553,12900,2,69,34,905267,905267,69,34,905267,905267,36647,16187,1998222877,1978628920,100,100,100,100,.19,.21,.05,.05
72562,12900,2,2238,1041,217859487,213712470,2238,1041,217859487,213712470,36647,16187,1998222877,1978628920,100,100,100,100,6.11,6.43,10.9,10.8
72564,12900,2,546,241,77029667,76347616,546,241,77029667,76347616,36647,16187,1998222877,1978628920,100,100,100,100,1.49,1.49,3.85,3.86
72568,12900,2,1662,735,120583004,120583004,1662,735,120583004,120583004,36647,16187,1998222877,1978628920,100,100,100,100,4.54,4.54,6.03,6.09
72571,12900,2,369,150,48236416,47808748,369,150,48236416,47808748,36647,16187,1998222877,1978628920,100,100,100,100,1.01,.93,2.41,2.42
72572,12900,2,29,17,8403764,8403764,228,101,36804688,36804688,36647,16187,1998222877,1978628920,12.72,16.83,22.83,22.83,.08,.11,.42,.42
72579,12900,2,1228,522,84671966,84624987,1287,552,97726015,97669127,36647,16187,1998222877,1978628920,95.42,94.57,86.64,86.64,3.35,3.22,4.24,4.28
72601,25460,2,29988,13386,926992876,925495753,30163,13468,957724029,956139085,45233,21491,3690778493,3654802244,99.42,99.39,96.79,96.8,66.3,62.29,25.12,25.32
72611,25460,2,752,325,53290002,52809123,1696,739,198298147,197771004,45233,21491,3690778493,3654802244,44.34,43.98,26.87,26.7,1.66,1.51,1.44,1.44
72617,34260,2,198,123,97690239,97635859,198,123,97690239,97635859,41513,22580,1519584763,1435587546,100,100,100,100,.48,.54,6.43,6.8
72623,34260,2,648,323,72611780,65096936,648,323,72611780,65096936,41513,22580,1519584763,1435587546,100,100,100,100,1.56,1.43,4.78,4.53
72624,25460,2,536,300,155740464,155552843,594,337,176507972,176292713,45233,21491,3690778493,3654802244,90.24,89.02,88.23,88.24,1.18,1.4,4.22,4.26
72626,34260,2,1243,770,15811039,14608264,1243,770,15811039,14608264,41513,22580,1519584763,1435587546,100,100,100,100,2.99,3.41,1.04,1.02
72628,25460,2,803,471,292701534,292391910,803,471,292701534,292391910,45233,21491,3690778493,3654802244,100,100,100,100,1.78,2.19,7.93,8
72630,25460,2,197,161,6859428,2200155,197,161,6859428,2200155,45233,21491,3690778493,3654802244,100,100,100,100,.44,.75,.19,.06
72632,22220,1,32,15,5698801,5647699,4449,2734,266308490,257086038,463204,198298,8321830899,8192284949,.72,.55,2.14,2.2,.01,.01,.07,.07
72633,25460,2,1100,468,74544967,74524576,1833,850,244874047,244819496,45233,21491,3690778493,3654802244,60.01,55.06,30.44,30.44,2.43,2.18,2.02,2.04
72635,34260,2,3624,1580,76108752,75542201,3624,1580,76108752,75542201,41513,22580,1519584763,1435587546,100,100,100,100,8.73,7,5.01,5.26
72638,25460,2,58,37,33247005,33107751,7186,3056,486785908,485997788,45233,21491,3690778493,3654802244,.81,1.21,6.83,6.81,.13,.17,.9,.91
72640,25460,2,385,200,57962268,57584735,385,200,57962268,57584735,45233,21491,3690778493,3654802244,100,100,100,100,.85,.93,1.57,1.58
72641,25460,2,2585,1463,358631973,356687214,2585,1463,358631973,356687214,45233,21491,3690778493,3654802244,100,100,100,100,5.71,6.81,9.72,9.76
72642,34260,2,1979,1222,26429488,22202898,1979,1222,26429488,22202898,41513,22580,1519584763,1435587546,100,100,100,100,4.77,5.41,1.74,1.55
72644,14700,2,15,10,4482292,3025880,2268,1254,237975458,221984841,83877,49628,3010646706,2839843659,.66,.8,1.88,1.36,.02,.02,.15,.11
72644,25460,2,2141,1189,222724194,208249498,2268,1254,237975458,221984841,45233,21491,3690778493,3654802244,94.4,94.82,93.59,93.81,4.73,5.53,6.03,5.7
72648,25460,2,716,419,116308642,115712684,716,419,116308642,115712684,45233,21491,3690778493,3654802244,100,100,100,100,1.58,1.95,3.15,3.17
72651,34260,2,1206,663,19156740,19129622,1206,663,19156740,19129622,41513,22580,1519584763,1435587546,100,100,100,100,2.91,2.94,1.26,1.33
72653,34260,2,28424,14660,588988823,564646037,28560,14766,602344510,574500032,41513,22580,1519584763,1435587546,99.52,99.28,97.78,98.28,68.47,64.92,38.76,39.33
72655,25460,2,457,279,246091357,245415498,457,279,246091357,245415498,45233,21491,3690778493,3654802244,100,100,100,100,1.01,1.3,6.67,6.71
72658,34260,2,1685,975,196599798,193122631,1685,975,196599798,193122631,41513,22580,1519584763,1435587546,100,100,100,100,4.06,4.32,12.94,13.45
72662,25460,2,2986,1424,306709798,304032019,2986,1424,306709798,304032019,45233,21491,3690778493,3654802244,100,100,100,100,6.6,6.63,8.31,8.32
72666,25460,2,275,177,46579212,46372569,275,177,46579212,46372569,45233,21491,3690778493,3654802244,100,100,100,100,.61,.82,1.26,1.27
72670,25460,2,99,58,43914899,43636990,99,58,43914899,43636990,45233,21491,3690778493,3654802244,100,100,100,100,.22,.27,1.19,1.19
72679,40780,2,33,17,1565296,1565296,48,34,18249265,18213810,83939,35303,4609224995,4513137726,68.75,50,8.58,8.59,.04,.05,.03,.03
72683,25460,2,211,102,26849197,26664462,211,102,26849197,26664462,45233,21491,3690778493,3654802244,100,100,100,100,.47,.47,.73,.73
72685,25460,2,1237,557,101526404,101304968,1365,632,132800787,132548557,45233,21491,3690778493,3654802244,90.62,88.13,76.45,76.43,2.73,2.59,2.75,2.77
72687,25460,2,4,4,5193488,2526099,6461,3357,755782006,724155023,45233,21491,3690778493,3654802244,.06,.12,.69,.35,.01,.02,.14,.07
72701,22220,1,39782,17819,332534056,327777051,39782,17819,332534056,327777051,463204,198298,8321830899,8192284949,100,100,100,100,8.59,8.99,4,4
72703,22220,1,28261,14905,118702360,115718514,28261,14905,118702360,115718514,463204,198298,8321830899,8192284949,100,100,100,100,6.1,7.52,1.43,1.41
72704,22220,1,21336,10221,198482825,196922886,21336,10221,198482825,196922886,463204,198298,8321830899,8192284949,100,100,100,100,4.61,5.15,2.39,2.4
72712,22220,1,40933,16890,260531492,258978500,40933,16890,260531492,258978500,463204,198298,8321830899,8192284949,100,100,100,100,8.84,8.52,3.13,3.16
72714,22220,1,11880,5539,49953397,49084288,11880,5539,49953397,49084288,463204,198298,8321830899,8192284949,100,100,100,100,2.56,2.79,.6,.6
72715,22220,1,15051,8003,77272883,73908703,15051,8003,77272883,73908703,463204,198298,8321830899,8192284949,100,100,100,100,3.25,4.04,.93,.9
72717,22220,1,1071,489,116054529,115602902,1071,489,116054529,115602902,463204,198298,8321830899,8192284949,100,100,100,100,.23,.25,1.39,1.41
72718,22220,1,1465,579,16885251,16765269,1465,579,16885251,16765269,463204,198298,8321830899,8192284949,100,100,100,100,.32,.29,.2,.2
72719,22220,1,8975,3519,22083301,22030067,8975,3519,22083301,22030067,463204,198298,8321830899,8192284949,100,100,100,100,1.94,1.77,.27,.27
72721,22220,1,391,206,115065233,114932438,391,206,115065233,114932438,463204,198298,8321830899,8192284949,100,100,100,100,.08,.1,1.38,1.4
72722,22220,1,3138,1291,109975883,109731152,3138,1291,109975883,109731152,463204,198298,8321830899,8192284949,100,100,100,100,.68,.65,1.32,1.34
72727,22220,1,5658,2523,404361509,402551353,5658,2523,404361509,402551353,463204,198298,8321830899,8192284949,100,100,100,100,1.22,1.27,4.86,4.91
72729,22220,1,280,123,31789273,31686556,280,123,31789273,31686556,463204,198298,8321830899,8192284949,100,100,100,100,.06,.06,.38,.39
72730,22220,1,7585,3115,53887946,53617136,7585,3115,53887946,53617136,463204,198298,8321830899,8192284949,100,100,100,100,1.64,1.57,.65,.65
72732,22220,1,4716,2576,253370226,220483520,4716,2576,253370226,220483520,463204,198298,8321830899,8192284949,100,100,100,100,1.02,1.3,3.04,2.69
72734,22220,1,7322,2974,214127128,211273066,7322,2974,214127128,211273066,463204,198298,8321830899,8192284949,100,100,100,100,1.58,1.5,2.57,2.58
72736,22220,1,6208,2624,229600761,229570833,6208,2624,229600761,229570833,463204,198298,8321830899,8192284949,100,100,100,100,1.34,1.32,2.76,2.8
72738,22220,1,2419,1106,222237390,221033159,2419,1106,222237390,221033159,463204,198298,8321830899,8192284949,100,100,100,100,.52,.56,2.67,2.7
72739,22220,1,473,207,13322914,13321965,473,207,13322914,13321965,463204,198298,8321830899,8192284949,100,100,100,100,.1,.1,.16,.16
72740,22220,1,9316,4196,906335598,902160719,9543,4302,959819632,955642292,463204,198298,8321830899,8192284949,97.62,97.54,94.43,94.4,2.01,2.12,10.89,11.01
72740,25460,2,2,5,2889750,2887465,9543,4302,959819632,955642292,45233,21491,3690778493,3654802244,.02,.12,.3,.3,0,.02,.08,.08
72742,22220,1,484,268,155547301,155158021,545,310,194938764,194491918,463204,198298,8321830899,8192284949,88.81,86.45,79.79,79.78,.1,.14,1.87,1.89
72742,25460,2,61,42,39391463,39333897,545,310,194938764,194491918,45233,21491,3690778493,3654802244,11.19,13.55,20.21,20.22,.13,.2,1.07,1.08
72744,22220,1,5343,2347,206270404,204647973,5343,2347,206270404,204647973,463204,198298,8321830899,8192284949,100,100,100,100,1.15,1.18,2.48,2.5
72745,22220,1,11376,4641,91123153,85423282,11376,4641,91123153,85423282,463204,198298,8321830899,8192284949,100,100,100,100,2.46,2.34,1.09,1.04
72747,22220,1,152,60,14459760,14459760,152,60,14459760,14459760,463204,198298,8321830899,8192284949,100,100,100,100,.03,.03,.17,.18
72749,22220,1,84,30,3428750,3410844,84,30,3428750,3410844,463204,198298,8321830899,8192284949,100,100,100,100,.02,.02,.04,.04
72751,22220,1,6434,2543,64345569,64331721,6434,2543,64345569,64331721,463204,198298,8321830899,8192284949,100,100,100,100,1.39,1.28,.77,.79
72752,22220,1,221,162,154343505,154180861,293,233,309296373,308838545,463204,198298,8321830899,8192284949,75.43,69.53,49.9,49.92,.05,.08,1.85,1.88
72752,25460,2,23,21,68068527,67884989,293,233,309296373,308838545,45233,21491,3690778493,3654802244,7.85,9.01,22.01,21.98,.05,.1,1.84,1.86
72753,22220,1,7936,3408,234103775,231928531,7936,3408,234103775,231928531,463204,198298,8321830899,8192284949,100,100,100,100,1.71,1.72,2.81,2.83
72756,22220,1,38455,16779,401116368,360865747,38455,16779,401116368,360865747,463204,198298,8321830899,8192284949,100,100,100,100,8.3,8.46,4.82,4.4
72758,22220,1,33487,13088,82033673,78766078,33487,13088,82033673,78766078,463204,198298,8321830899,8192284949,100,100,100,100,7.23,6.6,.99,.96
72760,22220,1,342,206,90817424,90686232,342,206,90817424,90686232,463204,198298,8321830899,8192284949,100,100,100,100,.07,.1,1.09,1.11
72761,22220,1,21211,8192,298179808,295372332,21211,8192,298179808,295372332,463204,198298,8321830899,8192284949,100,100,100,100,4.58,4.13,3.58,3.61
72762,22220,1,35342,13463,156850645,155106018,35342,13463,156850645,155106018,463204,198298,8321830899,8192284949,100,100,100,100,7.63,6.79,1.88,1.89
72764,22220,1,50230,18490,168662476,161282228,50230,18490,168662476,161282228,463204,198298,8321830899,8192284949,100,100,100,100,10.84,9.32,2.03,1.97
72768,22220,1,1306,673,97645136,97615786,1306,673,97645136,97615786,463204,198298,8321830899,8192284949,100,100,100,100,.28,.34,1.17,1.19
72769,22220,1,1162,478,106042025,105396651,1162,478,106042025,105396651,463204,198298,8321830899,8192284949,100,100,100,100,.25,.24,1.27,1.29
72773,22220,1,953,422,80540426,80233037,953,422,80540426,80233037,463204,198298,8321830899,8192284949,100,100,100,100,.21,.21,.97,.98
72774,22220,1,6121,2583,304182132,302573115,6121,2583,304182132,302573115,463204,198298,8321830899,8192284949,100,100,100,100,1.32,1.3,3.66,3.69
72776,22220,1,574,338,159475338,159123099,574,338,159475338,159123099,463204,198298,8321830899,8192284949,100,100,100,100,.12,.17,1.92,1.94
72801,40780,2,18685,7479,21061744,21061744,18685,7479,21061744,21061744,83939,35303,4609224995,4513137726,100,100,100,100,22.26,21.19,.46,.47
72802,40780,2,20973,8479,367444506,348511144,20973,8479,367444506,348511144,83939,35303,4609224995,4513137726,100,100,100,100,24.99,24.02,7.97,7.72
72821,22900,1,1687,745,69190647,66944102,2048,889,97528243,95074508,298592,128891,10600106576,10350493246,82.37,83.8,70.94,70.41,.56,.58,.65,.65
72823,40780,2,6522,2780,259070829,249818804,6765,2902,316032428,304815253,83939,35303,4609224995,4513137726,96.41,95.8,81.98,81.96,7.77,7.87,5.62,5.54
72824,40780,2,1876,770,210706020,209062439,1876,770,210706020,209062439,83939,35303,4609224995,4513137726,100,100,100,100,2.23,2.18,4.57,4.63
72827,40780,2,187,125,101517198,101044730,187,125,101517198,101044730,83939,35303,4609224995,4513137726,100,100,100,100,.22,.35,2.2,2.24
